Age,Occupation,Marital_Status,Policies_Purchased,Renewal_History,Policy_Lapses,Claim_Frequency,Claim_Amount,Premium_Paid,Payment_Mode,Payment_Timing,Customer_Service_Interactions,Response_to_Offers,Cross_Selling_Products,Customer_Lifetime_Value
54,Retired,Married,3,On-time,2,1,33812,1846,Credit Card,On-time,3,Negative,Health + Life,1827
53,Engineer,Widowed,4,On-time,0,1,5511,2727,Cash,On-time,0,Positive,Only Auto,2999
52,Student,Widowed,1,On-time,0,1,23772,1682,Credit Card,On-time,0,Positive,Auto + Home,1850
36,Engineer,Married,1,On-time,0,1,16421,4632,Cash,On-time,7,Positive,Only Home,5095
37,Teacher,Widowed,4,On-time,0,4,28116,2953,Bank Transfer,On-time,0,Neutral,Only Home,4134
74,Business,Divorced,4,Late,0,2,8775,1038,Bank Transfer,On-time,4,Positive,Health + Life,1245
35,Teacher,Single,5,On-time,2,1,27946,2923,Bank Transfer,On-time,9,Positive,Only Home,2893
64,Student,Single,4,Late,1,3,11707,2803,Bank Transfer,On-time,8,Positive,Health + Life,3279
58,Engineer,Married,3,On-time,2,1,14372,748,Credit Card,On-time,2,Neutral,Only Home,740
66,Self-Employed,Divorced,5,On-time,0,4,41716,1540,Credit Card,On-time,9,Negative,Only Home,2156
31,Student,Widowed,2,On-time,0,0,0,1891,Credit Card,On-time,1,Neutral,Only Auto,1891
32,Retired,Widowed,3,Missed,2,0,0,2672,Bank Transfer,On-time,4,Neutral,Only Health,2404
48,Teacher,Single,5,On-time,2,2,28957,1835,Cash,On-time,1,Positive,Only Auto,1981
18,Teacher,Widowed,5,On-time,1,0,0,2759,Cash,On-time,9,Neutral,Auto + Home,2483
70,Doctor,Single,1,Missed,0,1,44847,999,Bank Transfer,On-time,0,Positive,Only Health,1098
71,Engineer,Married,5,On-time,2,4,9216,1310,Credit Card,On-time,8,Positive,Only Auto,1650
71,Retired,Widowed,3,Late,1,2,11006,4213,Bank Transfer,On-time,9,Positive,Only Health,4550
20,Self-Employed,Divorced,4,On-time,0,1,34993,4204,UPI,On-time,8,Positive,Only Health,4624
33,Teacher,Widowed,3,On-time,0,0,0,1710,Cash,On-time,0,Positive,Only Health,1710
40,Teacher,Single,2,On-time,0,3,26354,4245,Bank Transfer,On-time,3,Neutral,Only Home,5518
74,Retired,Married,5,Missed,2,1,49637,2486,Bank Transfer,On-time,4,Positive,Only Health,2461
28,Student,Single,5,On-time,0,3,20226,1991,Bank Transfer,On-time,1,Neutral,Only Home,2588
29,Student,Widowed,5,On-time,0,3,39466,4770,Bank Transfer,Late,8,Neutral,Only Health,6201
27,Engineer,Single,5,On-time,1,2,18966,3548,Credit Card,On-time,8,Positive,Only Home,3831
49,Doctor,Single,1,On-time,2,4,5848,3434,Cash,Late,8,Neutral,Only Health,4326
33,Teacher,Married,1,Late,1,0,0,4864,UPI,On-time,7,Negative,Auto + Home,4377
25,Doctor,Divorced,4,On-time,2,0,0,2317,Credit Card,On-time,5,Positive,Only Auto,2085
55,Student,Widowed,5,On-time,0,1,47156,4819,Bank Transfer,On-time,0,Neutral,Only Health,5300
29,Student,Married,2,On-time,1,0,0,1775,Bank Transfer,On-time,9,Positive,Auto + Home,1597
41,Business,Divorced,4,On-time,2,2,11924,3522,Bank Transfer,On-time,4,Positive,Only Auto,3803
45,Self-Employed,Single,5,On-time,2,0,0,3377,Bank Transfer,On-time,7,Positive,Health + Life,3039
70,Engineer,Divorced,1,On-time,0,1,6196,4514,Cash,On-time,3,Positive,Only Health,4965
25,Business,Single,2,Late,0,0,0,4587,Bank Transfer,On-time,7,Neutral,Health + Life,4587
45,Self-Employed,Single,4,Missed,1,4,13055,1647,UPI,Late,5,Positive,Only Auto,2075
53,Business,Married,2,On-time,1,3,21152,737,Credit Card,On-time,0,Neutral,Only Auto,862
43,Business,Single,5,Late,2,3,39966,2622,Cash,On-time,0,Neutral,Only Health,3067
25,Engineer,Married,3,On-time,1,3,9072,2045,Bank Transfer,On-time,2,Negative,Auto + Home,2392
67,Engineer,Divorced,2,On-time,0,4,16965,4483,UPI,On-time,0,Neutral,Only Health,6276
45,Retired,Divorced,2,On-time,1,2,43456,4863,Credit Card,On-time,3,Positive,Auto + Home,5252
45,Doctor,Single,1,On-time,1,1,45687,1486,Credit Card,On-time,2,Neutral,Only Health,1471
54,Doctor,Married,5,On-time,2,4,32990,2123,Cash,On-time,6,Neutral,Auto + Home,2674
58,Retired,Single,2,Late,0,1,22942,3621,Credit Card,On-time,8,Negative,Only Home,3983
53,Retired,Married,5,Missed,2,2,43695,4226,Bank Transfer,On-time,6,Neutral,Auto + Home,4564
44,Student,Married,1,On-time,0,4,47827,4401,Bank Transfer,Late,4,Neutral,Auto + Home,6161
71,Self-Employed,Married,5,On-time,0,0,0,1222,UPI,On-time,0,Neutral,Only Auto,1222
34,Business,Divorced,1,Missed,2,2,27843,1595,UPI,On-time,4,Positive,Health + Life,1722
26,Retired,Married,1,On-time,1,3,6490,4327,Credit Card,Late,0,Neutral,Only Health,5062
50,Teacher,Divorced,4,On-time,2,4,22719,4785,Cash,On-time,5,Neutral,Only Auto,6029
70,Doctor,Married,5,On-time,1,2,39684,1495,Bank Transfer,On-time,7,Positive,Health + Life,1614
37,Retired,Divorced,3,On-time,2,2,19894,1492,Credit Card,On-time,6,Neutral,Only Auto,1611
30,Teacher,Widowed,4,On-time,2,4,31837,3283,Cash,On-time,0,Positive,Only Auto,4136
45,Teacher,Divorced,1,Late,1,3,45294,655,Credit Card,On-time,7,Negative,Only Health,766
65,Teacher,Divorced,3,Late,1,3,2746,2395,Cash,On-time,8,Negative,Only Home,2802
46,Student,Single,2,On-time,1,2,26071,2276,UPI,On-time,9,Neutral,Only Auto,2458
30,Student,Married,2,Late,2,1,9170,2616,Bank Transfer,On-time,1,Neutral,Only Health,2589
63,Teacher,Widowed,4,On-time,1,2,34401,2920,UPI,On-time,0,Negative,Auto + Home,3153
52,Self-Employed,Single,3,On-time,1,4,13889,554,Bank Transfer,On-time,5,Positive,Health + Life,698
23,Student,Married,5,Late,1,4,20104,584,Cash,On-time,3,Positive,Only Health,735
35,Business,Widowed,3,On-time,0,4,16140,3388,Cash,On-time,6,Positive,Only Home,4743
68,Teacher,Widowed,4,On-time,1,3,28736,3279,Credit Card,On-time,2,Positive,Only Health,3836
22,Business,Widowed,5,On-time,1,0,0,3169,Cash,On-time,2,Negative,Only Health,2852
64,Business,Married,5,Missed,1,4,49486,4336,Cash,On-time,7,Positive,Auto + Home,5463
42,Teacher,Widowed,2,Late,0,4,20741,1508,Credit Card,On-time,6,Neutral,Health + Life,2111
19,Doctor,Widowed,3,Late,0,1,38160,2864,Credit Card,On-time,4,Positive,Health + Life,3150
27,Self-Employed,Single,5,On-time,1,1,39147,4186,Bank Transfer,On-time,2,Positive,Only Home,4144
73,Teacher,Divorced,4,Late,1,2,23354,4847,Cash,On-time,0,Positive,Health + Life,5234
47,Teacher,Married,2,On-time,1,2,9666,2699,Credit Card,On-time,2,Positive,Auto + Home,2914
67,Student,Divorced,5,Missed,1,2,29403,1859,Bank Transfer,Late,8,Positive,Only Home,2007
62,Teacher,Single,3,On-time,0,4,43606,1409,Bank Transfer,On-time,0,Negative,Auto + Home,1972
22,Doctor,Divorced,2,On-time,1,1,35726,3939,UPI,On-time,4,Positive,Auto + Home,3899
72,Student,Widowed,3,On-time,0,2,40447,3413,Credit Card,Late,3,Positive,Only Health,4095
73,Engineer,Widowed,3,Late,2,1,49689,1506,UPI,On-time,5,Neutral,Only Health,1490
50,Engineer,Married,3,Late,0,4,47116,3552,Bank Transfer,On-time,1,Positive,Only Health,4972
71,Business,Married,2,On-time,2,4,41116,1643,Cash,On-time,3,Negative,Only Auto,2070
18,Self-Employed,Married,5,On-time,0,2,6884,4898,Credit Card,On-time,8,Negative,Auto + Home,5877
35,Business,Single,1,Late,0,4,13312,3720,Credit Card,On-time,4,Negative,Health + Life,5208
49,Doctor,Married,5,On-time,0,4,42596,1724,Bank Transfer,On-time,7,Negative,Only Home,2413
64,Retired,Single,2,Late,1,1,20998,4378,Credit Card,On-time,1,Positive,Only Auto,4334
66,Self-Employed,Widowed,1,Missed,0,0,0,4995,Bank Transfer,On-time,8,Neutral,Only Health,4995
28,Engineer,Divorced,1,On-time,1,3,5322,567,Credit Card,On-time,6,Neutral,Only Auto,663
38,Business,Widowed,1,On-time,0,2,39235,4749,Credit Card,On-time,6,Neutral,Only Auto,5698
43,Engineer,Widowed,4,On-time,0,0,0,1514,Cash,On-time,1,Positive,Auto + Home,1514
42,Doctor,Widowed,2,On-time,2,2,39270,681,Bank Transfer,On-time,7,Positive,Auto + Home,735
39,Doctor,Married,4,On-time,0,0,0,4615,UPI,On-time,8,Neutral,Health + Life,4615
44,Retired,Married,1,Late,1,4,25923,3445,Cash,On-time,9,Positive,Only Home,4340
66,Retired,Married,4,On-time,2,2,23942,2557,Bank Transfer,On-time,4,Positive,Only Home,2761
30,Student,Divorced,4,On-time,2,0,0,3247,Credit Card,On-time,2,Positive,Only Health,2922
50,Self-Employed,Married,2,On-time,0,3,33333,2380,Bank Transfer,On-time,2,Neutral,Health + Life,3094
51,Doctor,Single,3,On-time,0,4,42691,4102,Bank Transfer,On-time,5,Negative,Only Home,5742
58,Business,Widowed,4,Missed,2,2,48757,1154,Cash,On-time,0,Neutral,Only Auto,1246
52,Engineer,Divorced,4,On-time,1,2,23912,4186,Bank Transfer,Late,9,Negative,Only Auto,4520
18,Teacher,Divorced,1,On-time,0,0,0,2788,Credit Card,On-time,8,Positive,Only Home,2788
38,Retired,Divorced,1,Missed,2,2,47197,2699,UPI,On-time,5,Positive,Only Auto,2914
65,Teacher,Divorced,1,On-time,1,4,23074,3331,UPI,On-time,8,Positive,Only Auto,4197
72,Business,Divorced,5,On-time,0,1,48164,3908,Credit Card,On-time,2,Neutral,Only Health,4298
23,Retired,Single,4,On-time,2,0,0,2735,UPI,On-time,9,Negative,Only Auto,2461
45,Teacher,Widowed,1,Late,2,3,6905,3011,Cash,Late,2,Positive,Only Home,3522
34,Self-Employed,Divorced,2,On-time,0,2,26028,1221,Bank Transfer,On-time,9,Neutral,Auto + Home,1465
22,Business,Widowed,5,Missed,1,4,5073,3748,Bank Transfer,On-time,6,Neutral,Only Auto,4722
48,Engineer,Married,3,Late,1,2,3234,1700,UPI,Late,6,Neutral,Only Home,1836
22,Self-Employed,Divorced,4,On-time,2,3,16273,2962,UPI,On-time,3,Positive,Only Auto,3465
55,Business,Divorced,4,On-time,1,4,8631,809,UPI,On-time,7,Positive,Health + Life,1019
20,Student,Widowed,2,On-time,2,3,13061,1525,Cash,On-time,1,Positive,Only Health,1784
70,Retired,Divorced,3,On-time,0,4,24818,4912,Bank Transfer,On-time,0,Positive,Auto + Home,6876
40,Doctor,Divorced,3,Late,1,1,45667,2032,Bank Transfer,On-time,0,Neutral,Only Auto,2011
54,Engineer,Divorced,5,On-time,0,4,24704,4143,Credit Card,On-time,1,Positive,Only Home,5800
70,Self-Employed,Single,4,On-time,2,3,30362,867,Credit Card,On-time,5,Neutral,Auto + Home,1014
54,Self-Employed,Single,1,Late,0,0,0,3152,Cash,Late,7,Positive,Only Auto,3152
27,Teacher,Divorced,2,On-time,1,1,11850,1749,Bank Transfer,On-time,2,Positive,Health + Life,1731
27,Retired,Single,2,On-time,0,2,31638,3483,Bank Transfer,On-time,5,Neutral,Only Home,4179
36,Doctor,Married,2,On-time,1,1,17919,3528,Credit Card,On-time,7,Neutral,Only Health,3492
34,Business,Divorced,2,On-time,1,1,24884,3634,Credit Card,Late,8,Positive,Only Auto,3597
38,Doctor,Married,1,Missed,1,2,32480,4595,Bank Transfer,On-time,7,Negative,Only Home,4962
31,Retired,Widowed,1,On-time,1,4,31697,1439,Cash,On-time,6,Positive,Only Auto,1813
26,Retired,Married,5,On-time,1,1,19084,4609,UPI,On-time,3,Neutral,Only Health,4562
63,Student,Widowed,4,On-time,2,1,40807,4737,Cash,On-time,2,Positive,Health + Life,4689
18,Student,Divorced,1,On-time,0,0,0,4523,Bank Transfer,On-time,6,Positive,Only Health,4523
68,Doctor,Widowed,5,On-time,2,0,0,4191,UPI,On-time,0,Negative,Only Health,3771
62,Business,Widowed,3,On-time,0,3,31550,1089,Cash,On-time,6,Negative,Only Health,1415
30,Doctor,Married,4,Missed,0,2,46179,2282,Cash,On-time,5,Positive,Auto + Home,2738
21,Retired,Married,1,Late,0,4,8469,1707,Bank Transfer,On-time,2,Negative,Only Home,2389
18,Retired,Married,3,On-time,2,4,48771,4912,Credit Card,On-time,2,Positive,Only Auto,6189
66,Teacher,Divorced,5,On-time,1,3,7492,2843,Cash,Late,1,Negative,Health + Life,3326
57,Student,Divorced,1,On-time,1,4,38112,1346,Cash,On-time,0,Neutral,Only Auto,1695
49,Teacher,Married,1,On-time,2,4,2971,2924,Credit Card,On-time,4,Positive,Auto + Home,3684
51,Engineer,Divorced,3,On-time,1,0,0,1298,Cash,On-time,6,Negative,Health + Life,1168
45,Retired,Divorced,1,On-time,0,4,10644,970,Cash,On-time,6,Positive,Auto + Home,1358
48,Teacher,Widowed,2,On-time,1,4,27169,4409,Credit Card,On-time,5,Positive,Only Auto,5555
25,Doctor,Widowed,1,On-time,1,3,18096,2594,Bank Transfer,On-time,9,Positive,Health + Life,3034
56,Student,Married,4,Late,1,3,37423,3494,Bank Transfer,Late,5,Negative,Only Auto,4087
43,Student,Divorced,3,On-time,0,1,49110,3629,Bank Transfer,On-time,6,Neutral,Only Home,3991
51,Business,Widowed,4,Late,1,4,13534,1813,UPI,On-time,7,Positive,Auto + Home,2284
71,Doctor,Single,5,On-time,1,4,13768,3378,Bank Transfer,On-time,4,Positive,Only Home,4256
71,Business,Divorced,4,On-time,1,4,23625,4015,UPI,On-time,0,Positive,Only Home,5058
20,Teacher,Single,2,Late,2,0,0,1547,UPI,On-time,6,Positive,Only Auto,1392
67,Self-Employed,Married,2,On-time,2,4,29660,1587,UPI,On-time,1,Positive,Only Auto,1999
29,Engineer,Divorced,4,Missed,1,0,0,4181,Credit Card,On-time,4,Positive,Only Health,3762
18,Doctor,Married,5,On-time,2,1,10640,782,UPI,On-time,6,Positive,Only Health,774
71,Doctor,Married,1,On-time,2,2,21032,4148,UPI,Late,6,Positive,Health + Life,4479
61,Doctor,Married,2,On-time,0,4,38892,1898,Credit Card,On-time,8,Neutral,Only Auto,2657
22,Business,Married,4,On-time,2,3,27589,3233,Cash,On-time,4,Positive,Auto + Home,3782
47,Teacher,Married,4,Late,2,3,9650,4567,Cash,On-time,5,Negative,Only Auto,5343
47,Doctor,Divorced,4,Late,1,4,3843,2857,UPI,Late,9,Positive,Only Auto,3599
74,Self-Employed,Single,1,Late,0,0,0,3435,Bank Transfer,On-time,5,Neutral,Only Home,3435
34,Doctor,Divorced,3,On-time,0,3,17976,4318,Cash,Late,0,Neutral,Only Home,5613
65,Student,Divorced,5,On-time,0,3,1497,3738,Bank Transfer,On-time,9,Positive,Only Health,4859
64,Engineer,Divorced,3,On-time,2,1,3134,2272,Credit Card,On-time,6,Negative,Health + Life,2249
40,Student,Widowed,5,On-time,1,1,19833,4577,Cash,On-time,9,Positive,Health + Life,4531
32,Student,Widowed,5,Missed,0,1,6412,4602,Credit Card,On-time,6,Positive,Only Auto,5062
54,Engineer,Divorced,4,On-time,0,3,33666,1287,UPI,On-time,3,Negative,Auto + Home,1673
38,Self-Employed,Single,2,On-time,2,3,5292,3724,Cash,Late,3,Negative,Only Home,4357
31,Teacher,Divorced,4,On-time,0,4,28387,542,UPI,On-time,5,Neutral,Auto + Home,758
19,Student,Married,1,Late,1,4,32826,4796,UPI,On-time,2,Positive,Only Home,6042
28,Teacher,Widowed,5,Missed,0,0,0,3442,Credit Card,On-time,9,Positive,Only Auto,3442
68,Student,Widowed,2,On-time,1,3,13108,4821,Cash,On-time,5,Neutral,Health + Life,5640
56,Retired,Divorced,5,On-time,1,4,15470,4405,Cash,On-time,3,Positive,Only Auto,5550
55,Engineer,Divorced,5,On-time,1,4,30785,3910,Cash,On-time,9,Positive,Only Home,4926
51,Student,Single,4,On-time,2,1,3253,1858,UPI,On-time,7,Neutral,Health + Life,1839
55,Retired,Single,2,Missed,2,1,21026,1704,Cash,On-time,4,Neutral,Auto + Home,1686
67,Business,Married,2,On-time,1,1,45258,4104,Bank Transfer,Late,7,Neutral,Auto + Home,4062
51,Retired,Divorced,5,On-time,1,2,30274,3493,Bank Transfer,On-time,8,Negative,Only Health,3772
35,Doctor,Divorced,2,On-time,0,4,47147,2741,UPI,Late,3,Negative,Auto + Home,3837
47,Student,Divorced,2,On-time,0,1,46417,1037,Credit Card,On-time,0,Positive,Only Health,1140
32,Retired,Widowed,4,Late,0,1,43243,4511,Bank Transfer,On-time,9,Positive,Health + Life,4962
44,Teacher,Married,3,On-time,2,3,48761,4368,Credit Card,On-time,6,Negative,Only Auto,5110
68,Business,Single,1,On-time,0,1,2086,4083,Cash,On-time,6,Positive,Only Auto,4491
51,Self-Employed,Widowed,3,Missed,1,3,25406,1850,Bank Transfer,On-time,4,Positive,Health + Life,2164
69,Student,Widowed,2,On-time,1,0,0,1444,UPI,On-time,4,Neutral,Health + Life,1299
74,Doctor,Widowed,5,Late,2,1,22451,4356,UPI,On-time,0,Neutral,Only Home,4312
55,Self-Employed,Widowed,1,On-time,2,3,10907,2323,Credit Card,On-time,2,Neutral,Auto + Home,2717
50,Retired,Married,1,On-time,0,1,8123,3125,UPI,On-time,0,Positive,Auto + Home,3437
41,Self-Employed,Divorced,5,On-time,2,0,0,4398,Credit Card,On-time,6,Negative,Auto + Home,3958
32,Self-Employed,Single,1,On-time,1,1,27302,3987,Credit Card,Late,4,Negative,Only Health,3947
47,Business,Single,5,On-time,1,3,8084,4706,Bank Transfer,On-time,3,Neutral,Auto + Home,5506
72,Self-Employed,Widowed,1,On-time,2,0,0,4807,Bank Transfer,On-time,6,Positive,Only Home,4326
59,Self-Employed,Widowed,3,On-time,1,0,0,1350,UPI,On-time,8,Positive,Only Auto,1215
68,Student,Married,1,On-time,2,0,0,3425,Credit Card,On-time,5,Positive,Only Auto,3082
34,Business,Widowed,4,On-time,1,2,5467,1495,Bank Transfer,Late,8,Neutral,Only Health,1614
22,Doctor,Single,5,Missed,0,3,26384,849,Cash,Late,5,Negative,Only Home,1103
46,Retired,Single,1,On-time,2,2,3896,2037,UPI,Late,9,Negative,Health + Life,2199
21,Business,Divorced,5,On-time,2,0,0,3477,UPI,Late,8,Neutral,Only Auto,3129
27,Business,Divorced,4,Late,2,2,20512,3228,Cash,Late,5,Negative,Only Home,3486
73,Engineer,Single,1,On-time,1,1,21639,4846,Cash,On-time,8,Neutral,Health + Life,4797
34,Business,Single,1,On-time,0,2,43110,2866,Cash,Late,2,Negative,Only Health,3439
27,Engineer,Married,4,On-time,2,4,18718,2736,Bank Transfer,On-time,4,Negative,Auto + Home,3447
34,Retired,Married,4,On-time,1,0,0,4375,Cash,On-time,4,Negative,Only Home,3937
37,Self-Employed,Single,4,On-time,2,0,0,3594,UPI,On-time,9,Positive,Only Auto,3234
41,Student,Widowed,5,Missed,1,3,18672,4101,Bank Transfer,On-time,7,Negative,Only Health,4798
22,Student,Divorced,4,Late,0,1,9937,4674,Credit Card,On-time,6,Positive,Only Home,5141
51,Retired,Single,5,On-time,1,3,48391,1423,Cash,On-time,1,Neutral,Only Health,1664
23,Retired,Widowed,3,On-time,1,2,46475,1118,UPI,On-time,1,Neutral,Health + Life,1207
70,Teacher,Single,1,On-time,2,4,29543,4900,Cash,On-time,6,Positive,Only Home,6174
19,Self-Employed,Divorced,1,Late,1,4,23031,3762,Credit Card,On-time,9,Positive,Auto + Home,4740
30,Retired,Divorced,2,On-time,2,4,39696,3803,Bank Transfer,On-time,9,Neutral,Health + Life,4791
60,Business,Married,3,On-time,1,4,18081,3101,Credit Card,On-time,3,Negative,Auto + Home,3907
60,Student,Married,4,On-time,0,1,12226,1547,Bank Transfer,Late,5,Negative,Only Health,1701
65,Doctor,Married,4,On-time,1,2,17858,2198,UPI,On-time,8,Neutral,Auto + Home,2373
28,Student,Married,3,On-time,2,4,45936,2730,UPI,Late,9,Negative,Health + Life,3439
68,Engineer,Divorced,4,On-time,1,0,0,2368,UPI,On-time,3,Negative,Health + Life,2131
64,Student,Widowed,2,Late,1,2,47957,3154,Credit Card,On-time,6,Positive,Health + Life,3406
74,Teacher,Widowed,5,On-time,0,1,40300,582,Cash,On-time,8,Positive,Only Health,640
40,Self-Employed,Widowed,1,On-time,2,4,42470,592,Cash,On-time,0,Positive,Only Auto,745
72,Retired,Single,3,Late,0,1,26113,3656,Credit Card,Late,9,Positive,Only Health,4021
33,Self-Employed,Married,1,On-time,1,4,44220,3548,Cash,On-time,1,Neutral,Health + Life,4470
48,Retired,Married,5,On-time,0,0,0,1967,Credit Card,Late,8,Neutral,Only Health,1967
28,Student,Divorced,3,On-time,1,2,6384,2524,Cash,On-time,4,Negative,Only Home,2725
71,Doctor,Divorced,5,On-time,1,0,0,4317,Bank Transfer,On-time,3,Neutral,Only Home,3885
33,Doctor,Single,4,On-time,0,4,18445,3198,UPI,On-time,6,Neutral,Only Auto,4477
25,Teacher,Single,4,Late,0,3,29904,1291,Cash,On-time,4,Positive,Only Health,1678
21,Engineer,Widowed,4,Missed,1,2,36075,975,Credit Card,Late,0,Neutral,Only Health,1053
57,Student,Divorced,5,On-time,0,1,17691,1003,Bank Transfer,On-time,8,Neutral,Only Home,1103
21,Retired,Married,5,On-time,0,4,30074,730,Cash,On-time,7,Positive,Health + Life,1021
73,Student,Widowed,5,On-time,1,0,0,2086,Cash,On-time,2,Negative,Auto + Home,1877
42,Teacher,Married,1,On-time,2,3,26860,2274,Credit Card,On-time,9,Positive,Health + Life,2660
20,Business,Widowed,5,On-time,0,4,31171,3590,Bank Transfer,On-time,2,Positive,Only Auto,5026
49,Business,Married,4,On-time,0,1,30421,2756,UPI,On-time,2,Neutral,Auto + Home,3031
20,Teacher,Single,2,On-time,2,0,0,4470,Credit Card,On-time,6,Positive,Health + Life,4023
44,Retired,Widowed,5,On-time,0,2,32990,4726,Cash,Late,1,Negative,Only Health,5671
46,Self-Employed,Married,2,On-time,1,3,1303,883,UPI,On-time,8,Neutral,Only Health,1033
49,Teacher,Married,4,On-time,0,4,7486,3663,Cash,On-time,3,Negative,Only Home,5128
67,Retired,Divorced,5,On-time,1,4,6566,2909,Credit Card,On-time,6,Positive,Only Health,3665
68,Doctor,Widowed,1,Missed,2,4,22541,1260,Bank Transfer,On-time,7,Negative,Only Health,1587
36,Teacher,Married,1,On-time,2,4,4891,4452,UPI,On-time,4,Neutral,Only Auto,5609
38,Retired,Divorced,2,Late,2,0,0,1442,Credit Card,On-time,7,Positive,Auto + Home,1297
22,Teacher,Married,1,Late,0,2,30741,3195,Credit Card,On-time,3,Positive,Health + Life,3834
35,Teacher,Widowed,1,Late,2,1,6724,1796,UPI,On-time,9,Positive,Health + Life,1778
45,Self-Employed,Single,1,On-time,0,3,49347,2902,Bank Transfer,On-time,1,Neutral,Only Auto,3772
59,Self-Employed,Widowed,4,Missed,0,4,23664,2647,Cash,On-time,2,Positive,Auto + Home,3705
39,Retired,Widowed,1,On-time,0,4,6350,2139,UPI,On-time,5,Neutral,Only Health,2994
38,Retired,Married,3,On-time,2,2,42777,4896,Credit Card,Late,9,Neutral,Only Auto,5287
23,Engineer,Married,5,On-time,2,2,15025,1108,UPI,On-time,5,Neutral,Only Health,1196
18,Teacher,Widowed,1,On-time,0,0,0,1381,UPI,On-time,6,Neutral,Health + Life,1381
22,Business,Divorced,1,On-time,2,0,0,2750,Bank Transfer,On-time,3,Neutral,Only Auto,2475
58,Teacher,Divorced,1,On-time,0,0,0,3592,Bank Transfer,Late,7,Positive,Only Auto,3592
29,Teacher,Divorced,3,On-time,2,3,10370,2659,Cash,Late,7,Neutral,Only Auto,3111
43,Retired,Married,1,On-time,1,0,0,2928,UPI,On-time,6,Positive,Health + Life,2635
63,Teacher,Married,1,On-time,2,4,33872,3501,Bank Transfer,On-time,2,Neutral,Health + Life,4411
51,Student,Widowed,5,On-time,2,0,0,2494,Bank Transfer,On-time,2,Neutral,Only Home,2244
66,Teacher,Single,3,Missed,2,3,24955,1823,Credit Card,On-time,1,Positive,Health + Life,2132
31,Student,Married,3,On-time,0,0,0,4817,Bank Transfer,On-time,6,Neutral,Health + Life,4817
43,Self-Employed,Widowed,1,On-time,0,0,0,1511,UPI,On-time,5,Positive,Only Health,1511
62,Business,Widowed,3,Missed,1,4,24055,4538,UPI,On-time,6,Neutral,Health + Life,5717
44,Retired,Single,2,On-time,1,4,26166,1188,Credit Card,On-time,1,Neutral,Auto + Home,1496
26,Teacher,Divorced,3,On-time,1,4,42329,4568,Credit Card,On-time,3,Positive,Only Health,5755
43,Student,Widowed,3,Late,0,0,0,4713,Credit Card,On-time,0,Negative,Only Home,4713
